Electrophile,Nucleophile,Ligand,Base,Solvent,Yld
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CO,73.84
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],CO,60.25
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CO,59.63
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CO,49.55
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CO,67.79
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],CO,68.58
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[OH-].[Na+],CO,33.88
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CO,59.16
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[OH-],CO,64.59
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CO,55.89
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],CO,50.79
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[OH-],CO,72.36
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[OH-],CO,55.51
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],CO,56.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[OH-],CO,55.60
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],CO,62.14
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[OH-],CO,51.29
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[OH-],CO,32.32
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,26.25
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Li+].CC(C)(C)[O-],CO,70.50
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,42.71
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CO,42.82
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],CO,71.71
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Li+].CC(C)(C)[O-],CO,46.49
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],CO,54.15
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,32.06
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CO,75.31
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CO,26.60
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],CO,22.21
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CO,45.24
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,CO,64.81
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CO,30.56
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,CO,27.41
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,CO,62.75
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,CO,31.17
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,CO,35.43
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,CO,24.17
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CO,50.08
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,CO,49.10
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CO,37.80
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CO,29.76
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CO,70.07
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CO,44.55
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CO,26.66
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CO,28.73
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CO,36.46
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CO,41.75
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[F-].[Cs+],CO,46.12
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CO,44.94
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CO,28.52
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CO,56.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[F-].[Cs+],CO,42.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CO,29.47
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CO,27.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CO,31.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[F-].[Cs+],CO,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,55.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,64.98
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,47.79
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,51.47
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,71.21
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,49.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,51.63
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,42.84
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,71.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,50.84
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,26.33
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CC#N,46.48
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],CC#N,41.95
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CC#N,52.35
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CC#N,29.49
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CC#N,45.91
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],CC#N,59.21
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CC#N,49.14
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CC#N,36.61
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CC#N,49.53
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[OH-].[Na+],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CC#N,57.13
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[OH-],CC#N,47.15
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CC#N,57.52
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],CC#N,48.36
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[OH-],CC#N,44.72
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[OH-],CC#N,53.84
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[OH-],CC#N,35.64
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],CC#N,51.29
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[OH-],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[OH-],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CC#N,66.98
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Li+].CC(C)(C)[O-],CC#N,59.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CC#N,62.51
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CC#N,59.36
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],CC#N,59.94
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Li+].CC(C)(C)[O-],CC#N,60.61
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,F[B-](F)(F)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],CC#N,62.32
